Date,Volume,Rain,Temp
2016-11-17,933.0,9.0,2.0999999999999988
2016-11-18,1197.0,6.699999999999992,3.9000000000000004
2016-11-19,243.0,5.399999999999998,2.0
2016-11-20,234.0,3.900000000000004,2.8000000000000016
2016-11-21,2148.0,7.300000000000004,2.8000000000000034
2016-11-22,1782.0,0.7999999999999989,4.5
2016-11-23,2136.0,4.800000000000007,6.5
2016-11-24,1962.0,0.0,1.0999999999999988
2016-11-25,1638.0,1.0,3.099999999999996
2016-11-26,384.0,0.0,5.399999999999994
2016-11-27,396.0,0.0,2.599999999999997
2016-11-28,2175.0,0.0,-1.2999999999999983
2016-11-29,1884.0,0.0,-2.699999999999996
2016-11-30,1908.0,0.0,-0.5
2016-12-01,1620.0,0.0,0.700000000000001
2016-12-02,1464.0,0.0,1.4000000000000017
2016-12-03,213.0,0.0,-1.7000000000000017
2016-12-04,246.0,0.0,-2.0
2016-12-05,2079.0,0.0,4.5
2016-12-06,1860.0,0.0,-1.700000000000002
2016-12-07,1539.0,0.0,2.0
2016-12-08,1743.0,10.299999999999988,5.699999999999993
2016-12-09,1608.0,0.0,3.4000000000000017
2016-12-10,261.0,0.30000000000000043,2.099999999999997
2016-12-11,354.0,3.4000000000000035,0.5
2016-12-12,1941.0,0.0,-1.0999999999999992
2016-12-13,1701.0,0.0,-1.5999999999999976
2016-12-14,1503.0,0.0,-3.8000000000000056
2016-12-15,1416.0,0.0,-4.800000000000007
2016-12-16,1413.0,0.0,-0.5
2016-12-17,189.0,0.0,-1.0
2016-12-18,138.0,0.0,-2.9000000000000026
2016-12-19,1611.0,0.0,0.7999999999999988
2016-12-20,1512.0,0.09999999999999984,2.5
2016-12-21,1329.0,0.0,3.5
2016-12-22,1068.0,0.30000000000000043,3.099999999999996
2016-12-23,537.0,0.0,2.0
2016-12-24,132.0,2.599999999999998,3.0
2016-12-25,117.0,0.0,3.1999999999999975
2016-12-26,180.0,0.0,3.0
2016-12-27,465.0,0.0,3.0
2016-12-28,429.0,0.0,-1.4000000000000015
2016-12-29,459.0,0.0,-0.799999999999999
2016-12-30,426.0,0.0,2.8000000000000016
2016-12-31,231.0,0.0,5.399999999999998
2017-01-01,183.0,0.0,1.1
2017-01-02,1752.0,0.0,-2.800000000000004
2017-01-03,1956.0,0.0,-2.5
2017-01-04,1854.0,0.0,-3.099999999999996
2017-01-05,1113.0,0.0,-10.100000000000014
2017-01-06,1134.0,0.0,-5.399999999999994
2017-01-07,222.0,1.7999999999999985,-0.39999999999999997
2017-01-08,207.0,0.0,-3.3000000000000025
2017-01-09,1920.0,0.0,0.5
2017-01-10,1395.0,1.599999999999998,2.599999999999997
2017-01-11,1287.0,4.199999999999994,2.9000000000000035
2017-01-12,1707.0,6.699999999999992,1.0
2017-01-13,1437.0,0.0,-3.0
2017-01-14,210.0,0.0,-3.0999999999999965
2017-01-15,234.0,0.0,-4.899999999999999
2017-01-16,1746.0,0.0,-5.5
2017-01-17,1911.0,0.0,-3.3000000000000047
2017-01-18,1542.0,0.6000000000000009,-2.800000000000004
2017-01-19,1677.0,0.0,-0.1999999999999997
2017-01-20,1440.0,0.0,2.1999999999999997
2017-01-21,225.0,0.0,0.7999999999999989
2017-01-22,225.0,0.0,0.0
2017-01-23,1797.0,0.0,-3.099999999999996
2017-01-24,1581.0,0.0,-3.599999999999997
2017-01-25,1653.0,0.0,-0.700000000000001
2017-01-26,1572.0,0.0,1.400000000000002
2017-01-27,1368.0,0.0,-0.09999999999999987
2017-01-28,246.0,0.0,-0.0999999999999999
2017-01-29,174.0,0.0,-0.1999999999999998
2017-01-30,1797.0,1.2999999999999983,1.5999999999999976
2017-01-31,1704.0,0.0,-0.7999999999999989
2017-02-01,1605.0,0.0,-0.30000000000000043
2017-02-02,1518.0,0.6000000000000009,-0.30000000000000043
2017-02-03,1341.0,1.0999999999999994,0.09999999999999987
2017-02-04,183.0,0.0,-0.3000000000000004
2017-02-05,120.0,0.3000000000000003,0.3000000000000003
2017-02-06,1707.0,0.30000000000000043,-0.6000000000000009
2017-02-07,1485.0,0.0,-5.800000000000007
2017-02-08,1242.0,0.0,-6.800000000000008
2017-02-09,1254.0,0.0,-5.5
2017-02-10,1062.0,0.700000000000001,-4.199999999999994
2017-02-11,153.0,0.09999999999999991,-3.0999999999999965
2017-02-12,189.0,0.0,-4.400000000000004
2017-02-13,1614.0,0.0,-3.9000000000000026
2017-02-14,1512.0,0.0,-3.699999999999995
2017-02-15,1428.0,0.0,-4.399999999999999
2017-02-16,1323.0,0.0,-2.199999999999999
2017-02-17,1350.0,0.0,-1.2999999999999983
2017-02-18,132.0,0.0,-2.599999999999998
2017-02-19,225.0,0.6000000000000008,1.7000000000000017
2017-02-20,1308.0,0.0,3.0
2017-02-21,1374.0,0.0,2.800000000000004
2017-02-22,789.0,10.20000000000001,1.0
2017-02-23,984.0,0.3999999999999994,-0.7999999999999988
2017-02-24,801.0,0.0,-2.199999999999998
2017-02-25,129.0,0.0,-3.0999999999999974
2017-02-26,144.0,8.399999999999991,0.0
